QRID,weight,SurveyPublic,DEMONYM,Q1,Q2a,Q2b,Q2c,Q2d,Q3,Q4,QLEGAL,Q5a,Q5b,Q5c,Q5d,QCURREL,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,QBORN,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q8i,Q8j,Q8k,Q9,Q10,Q11,Q12,QCHREL,Q13,Q14,Q15a,Q15b,Q15c,Q15d,QFIGURESa,QFIGURESb,QFIGURESc,QFIGURESd,QFIGURESe,QFIGURESf,QFIGURESg,QFIGURESh,QFIGURESi,Q16_1,Q16_2,Q16_3,Q16_98,Q16_99,Q17,Q18,Q19,Q20a,Q20b,Q21,Q22a,Q22b,Q22c,Q22d,Q23,Q24a,Q24b,Q24c,Q24d,Q25a,Q25b,Q25c,Q26a,Q26b,Q27a,Q27b,Q27c,Q27d,Q27e,Q27f,Q27g,Q27h,Q27i,Q28,Q29,Q30,Q31,Q33,Q35,Q36,Q37,Q38a,Q38b,Q38c,Q39a,Q39b,Q39c,Q39d,QABORT,Q40a,Q40b,Q40c,Q40d,Q40e,QATTEND,QAGE,QAGE_NRHKG,QAGE_NRJPN,QAGE_NRKOR,QAGE_NRTWNrec,QAGE_NRVNM,QETHHKG,QETHTWN,QETHVNM,QFERT,QHH1,QHH2,Q41,QMARRIED,QEDUHKG,QEDUJPN,QEDUKOR,QEDUTWN,QEDUVNM,CHURCHEDUa,CHURCHEDUb,QPTYJPN,QPTYTWN,Q50,Q51,QZIPHKG,QZIPHKG2,QZIPJPN2,QZIPKOR,QZIPTWN,VietnamRegion,GenderRec,Language,ISCED,UrbanVietnam
23120600,0.579288798,2,2,3,3,3,3,3,2,3,2,2,1,2,1,8,2,1,2,2,2,2,2,2,1,2,2,1, , , , , , , , , , , ,3,2,2,2,8, , ,1,1,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,1,2,2,6,1,2,2,2,2,2,2,1,1,1,2,2,2,4,2,2,3,2,2,2, ,80, , , , , , , , ,2, ,1, ,5, ,5, , , ,1,2,96, , ,1, , ,4, , , ,2,4,5, 
23120610,0.518513957,2,2,1,1,3,2,3,2,3,4,1,1,1,1,2,98,1,2,2,1,2,1,2,2,98,2,2, , , , , , , , , , , ,2,1,1,1,2, , ,2,2,1,2,1,2,1,1,1,1, ,1,2,1,1,2,2,2,1,3,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,98,1,2,2,98,98,1,1,1,2,2,1,2,2,1,2,2,1,1,2,98,98,2,4,2,2,98,2,4,3,2,3,6,82, , , , , , , , ,0, ,1, ,5, ,6, , , ,2,2,96, , ,1, , ,5, , , ,2,4,5, 
23120695,0.497770988,2,2,3,3,3,3,3,2,3,2,1,1,1,1,1,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,7,2,2,2,2,1,2,2,1,2,2,3,3,3,3,3,2,2,3,3,4, ,999, ,99, , , , , , ,99, ,1, ,99, ,99, , , ,2,2,96, , ,2, , ,8, , , ,2,4,99, 
23120743,0.806176303,2,2,3,3,3,3,3,1,3,3,1,1,1,1,1,1,2,2,98,2,1, ,2,1,1,1,1,98,98,2,2,98,1,1,98,1,98,98,2,1,1,2,1, , ,2,2,2,2,2,1,2,2,2,2, ,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,3,4,1,1,2,1,2,2,2,1,2,2,1,1,2,2,98,2,98,98,98,2,3,3,2,3,2,2,98,3,3,3, ,70, , , , , , , , ,2, ,3, ,1, ,6, , , ,2,2,1, , ,1, , ,4, , , ,1,4,5, 
23120781,0.673635351,2,2,3,3,3,3,3,2,3,2,2,1,1,1,1,2,2,2,2,2,2, ,2,1,1,1,1,97,97,2,97,97,97,97,2,1,97,97,3,2,2,2,1, , ,1,1,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,3,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,4,3,98,1,98,2,2,2,2,2,2,7,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,2,4,3,2,4, ,61, , , , , , , , ,1, ,2, ,1, ,9, , , ,2,2,5, , ,1, , ,5, , , ,2,4,5, 
23120863,0.992779442,2,2,3,3,3,3,3,2,3,2,1,1,1,1,1,1,2,2,2,2,1, ,1,1,1,1,1,2,2,2,2,2,1,2,2,1,98,2,2,2,2,2,1, , ,1,1,2,2,2,2,2,2,2,1, ,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,3,98,98,98,3,1,3,4,2,2, ,87, , , , , , , , ,2, ,1, ,1, ,3, , , ,2,2,96, , ,1, , ,2, , , ,2,4,2, 
23121009,0.803898842,2,2,2,3,3,3,3,2,3,2,2,1,2,1,1,1,2,2,2,1,2, ,2,2,1,2,1,1,2,1,1,1,1,1,98,2,1,1,2,2,2,2,1, , ,1,1,2,1,2,2,2,98,2,1, ,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,5,4,2,1,98,2,2,2,2,2,2,4,1,2,1,2,1,2,3,2,2,2,2,3,2,3,98,1,4,4,3,4, ,82, , , , , , , , ,2, ,1, ,5, ,4, , , ,2,2,96, , ,1, , ,4, , , ,2,4,3, 
23121014,0.731504695,2,2,3,3,3,4,4,2,3,98,1,2,1,2,1,98,2,98,2,2,2, ,2,2,2,2,2,98,97,98,97,97,98,97,98,97,97,97,2,1,1,1,4, , ,2,2,2,2,2,2,2,2,2,2, ,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,5,1,2,2,98,98,2,2,98,98,7,1,3,1,2,3,2,2,2,2,2,2,2,2,2,98,4,3,3,3,4, ,64, , , , , , , , ,0, ,1, ,4, ,4, , , ,2,1,96, , ,1, , ,1, , , ,2,4,3, 
23121043,0.612297545,2,2,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,98,1,98,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1, , ,1,1,2,2,2,1,2,2,2,1, ,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,3,3,1,1,2,2,1,1,2,1,1,5,1,2,1,2,2,2,1,2,2,2,2,3,2,1,2,1,4,4,4,4, ,80, , , , , , , , ,2, ,2, ,1, ,4, , , ,2,2,1, , ,1, , ,5, , , ,1,4,3, 
23121059,0.803898842,2,2,1,1,3,3,3,1,3,4,3,1,1,1,9,2,2,2,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,1,1,1,1,1, , ,2,2,2,2,2,2,2,2,1,2, ,2,2,1,2,2,2,2,1,4,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,4,2,3,2,4,4,2,4, ,76, , , , , , , , ,2, ,1, ,5, ,4, , , ,2,2,96, , ,1, , ,4, , , ,2,4,3, 
23121077,0.48886763,2,2,2,3,3,3,3,1,3,3,1,1,1,1,8,2,2,2,2,1,2, ,2,2,1,2,2, , , , , , , , , , , ,2,1,2,3,2, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,3,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,7,2,2,2,2,1,1,1,2,2,2,2,3,2,3,3,2,4,4,3,4, ,52, , , , , , , , ,1, ,3, ,1, ,7, , , ,2,2,1, , ,1, , ,4, , , ,1,4,5, 
23121088,2.720211428,2,2,3,3,3,3,3,3,3,3,3,3,3,3,8,2,2,2,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,3,2,2,98,8, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,3,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,5,5,2,1,2,98,2,2,2,2,2,6,1,2,2,2,98,2,98,1,2,2,3,98,3,3,4,98,98,1,98,98, ,72, , , , , , , , ,3, ,3, ,5, ,4, , , ,2,2,96, , ,2, , ,5, , , ,2,4,3, 
23121107,1.091158478,2,2,2,1,3,1,3,2,3,98,2,3,1,1,4,98,2,2,2,1,1, ,2,2,1,1,2, , , , , , , , , , , ,3,2,1,1,1, , ,1,2,2,2,2,1,2,2,2,2, ,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,98,2,2,2,2,2,1,2,1,3,4,2,1,2,2,2,2,2,2,1,5,1,2,2,1,2,2,1,1,1,2,1,1,1,4,2,2,4,4,2,4, ,77, , , , , , , , ,0, ,2, ,1, ,3, , , ,2,2,1, , ,1, , ,4, , , ,1,4,2, 
23121176,0.270885727,2,2,2,1,3,3,3,3,3,4,1,1,1,1,1,1,2,1,98,2,1, ,2,1,1,1,2,2,2,2,97,2,1,1,2,1,1,1,2,1,1,3,4, , ,1,2,2,2,1,1,1,98,1,1, ,1,1,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,98,1,2,98,1,1,1,1,1,3,1,2,1,2,1,1,3,2,2,2,3,4,2,4,2,2,4,3,4,4, ,62, , , , , , , , ,0, ,1, ,4, ,7, , , ,2,1,8, , ,1, , ,3, , , ,1,4,5, 
23121308,0.518513957,2,2,2,3,3,3,3,2,3,2,1,1,1,1,1,1,2,1,1,2,1, ,2,1,1,1,1,2,97,2,1,1,97,2,2,1,2,1,2,1,1,1,1, , ,1,1,2,2,1,1,1,98,1,1, ,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,98,1,4,3,1,1,1,98,1,1,1,98,1,1,1,2,2,2,2,2,3,2,2,2,3,3,3,4,98,4,3,3,2,4, ,90, , , , , , , , ,0, ,1, ,4, ,6, , , ,2,1,7, , ,1, , ,5, , , ,2,4,5, 
23121317,0.254762577,2,2,2,3,3,3,3,2,3,2,1,2,3,2,1,1,2,1,1,1,1, ,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1, , ,1,1,2,1,1,1,2,1,2,1, ,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,3,4,2,1,4,4,4,4, ,23, , , , , , , , ,0, ,1, ,4, ,4, , , ,2,2,7, , ,1, , ,6, , , ,1,4,3, 
23121343,0.287504041,2,2,2,3,3,3,3,2,3,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,3,2,2,2,1, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,4,4,2,1,2,2,2,2,1,2,2,7,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,4,4,4, ,54, , , , , , , , ,0, ,1, ,4, ,6, , , ,2,2,3, , ,1, , ,4, , , ,1,4,5, 
23121352,1.1755988,2,2,2,3,3,2,3,2,3,2,1,3,2,3,1,2,2,2,2,2,1, ,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1, , ,1,1,2,2,1,1,2,2,2,1, ,1,2,1,1,2,2,2,2,4,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,4,1,4,2,2,4,4,4,4, ,76, , , , , , , , ,0, ,2, ,1, ,4, , , ,2,2,5, , ,1, , ,4, , , ,2,4,3, 
23121365,0.425652493,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,98,98,98,1, ,2,1,2,1,2,2,1,2,2,2,1,98,2,1,2,98,4,98,1,3,1, , ,1,1,2,2,2,1,2,1,2,1, ,1,2,1,1,2,2,2,2,2,1,1,1,3,1,1,1,1,2,1,2,1,1,1,2,2,5,3,2,2,2,98,2,2,2,98,98,5,1,2,2,2,3,3,2,2,2,2,4,4,4,4,2,1,4,1,2,4, ,65, , , , , , , , ,2, ,1, ,2, ,4, , , ,2,2,1, , ,1, , ,2, , , ,1,4,3, 
23121401,0.958329143,2,2,1,3,3,3,3,2,3,2,1,1,1,1,7,1,1,1,98,1,1,2,1,2,1,1,1, , , , , , , , , , , ,2,1,1,2,7, , ,1,1,2,2,2,1,2,2,2,1, ,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,4,1,1,1,98,98,2,1,1,2,2,2,1,2,2,2,2,1,1,2,98,2,2,2,2,2,98,2,4,4,3,4, ,56, , , , , , , , ,4, ,5, ,1, ,7, , , ,2,2,1, , ,1, , ,3, , , ,2,4,5, 
23121449,1.488534743,2,2,1,3,3,2,3,1,2,2,2,1,1,1,1,1,2,2,1,1,1, ,2,1,1,2,2,97,98,98,97,2,97,97,98,97,97,98,2,1,1,1,1, , ,2,1,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,2, , , ,1,1,1,1,2,1,2,2,2,1,2,1,4,3,2,1,98,2,2,2,2,98,98,2,1,3,2,2,2,2,1,1,1,2,3,3,3,3,98,2,3,3,3,3, ,72, , , , , , , , ,3, ,3, ,1, ,4, , , ,2,2,1, , ,1, , ,1, , , ,2,4,3, 
23121495,0.589459742,2,2,2,1,3,98,3,1,3,4,98,98,2,1,1,1,2,98,98,98,1, ,2,98,98,98,98,97,97,2,97,97,1,97,97,1,2,97,2,1,1,3,1, , ,2,2,2,2,1,1,2,98,1,1, ,1,2,1,2,2,2,2,3,2,1,1,1,5,2,2,2,2,2,1,2,1,2,1,1,1,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,4,1,4,2,3,4,2,2,2, ,70, , , , , , , , ,0, ,1, ,4, ,4, , , ,2,2,97, , ,2, , ,3, , , ,1,4,3, 
23121640,0.773920908,2,2,3,3,3,3,3,1,1,3,1,1,1,1,4,1,2,1,2,2,1, ,1,1,1,1,1, , , , , , , , , , , ,2,1,1,2,10, , ,1,2,2,2,2,1,2,98,2,1, ,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,4,4,2,1,2,2,2,2,1,2,2,5,1,98,98,2,1,2,2,1,2,2,2,4,1,4,2,1,4,4,3,4, ,83, , , , , , , , ,3, ,2, ,1, ,6, , , ,2,2,1, , ,1, , ,6, , , ,2,4,5, 
23121710,0.423141584,2,2,3,3,3,3,3,1,1,1,3,3,3,3,8,2,2,2,2,2,2, ,2,2,1,2,1, , , , , , , , , , , ,3,2,2,2,1, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,3,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,98,98,2,2,1,2,2,7,2,2,2,2,2,2,1,1,1,1,2,3,3,2,2,1,3,2,2,4, ,82, , , , , , , , ,1, ,1, ,2, ,4, , , ,2,2,2, , ,1, , ,3, , , ,1,4,3, 
23121714,0.465530413,2,2,3,3,3,3,3,2,3,2,2,2,2,1,8,98,98,98,98,98,98, ,2,2,1,98,2, , , , , , , , , , , ,3,2,2,3,98, , ,1,1,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,3,1,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,7,2,2,2,2,3,3,1,98,98,98,98,98,98,98,98,2,4,4,4,4, ,999, ,4, , , , , , ,1, ,1, ,1, ,7, , , ,2,2,96, , ,1, , ,3, , , ,2,4,5, 
23121752,0.298254102,2,2,2,1,3,3,3,2,3,2,1,1,1,1,1,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,2,1,3,1,1,1,2,2,2,2,2,2,1,2,2,5,3,1,1,2,2,2,2,1,1,1,4,1,2,2,2,1,2,2,2,2,2,2,4,2,2,3,3,4,4,4,4, ,58, , , , , , , , ,1, ,1, ,2, ,4, , , ,2,2,1, , ,1, , ,6, , , ,1,4,3, 
23121906,0.951296732,2,2,3,1,3,3,3,2,3,2,1,1,1,1,8,2,2,2,2,2,2, ,2,2,1,2,2, , , , , , , , , , , ,3,2,1,2,8, , ,2,1,2,2,2,2,2,2,2,1, ,2,2,1,1,2,2,2,1,2,2, , , ,1,1,1,2,1,1,2,1,1,1,2,2,5,1,2,1,2,2,1,2,1,1,2,3,1,2,2,1,1,2,1,1,2,2,3,3,3,3,2,2,3,3,3,3, ,56, , , , , , , , ,2, ,3, ,1, ,6, , , ,2,2,96, , ,1, , ,1, , , ,2,4,5, 
23121910,2.106680251,2,2,2,1,3,3,3,2,3,2,3,3,3,3,1,2,2,2,2,2,2, ,2,1,2,2,2,98,2,98,98,98,98,98,98,98,98,98,3,2,2,2,1, , ,1,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,98,2,2,2,5,2,2,2,2,3,98,98,2,2,2,4,4,4,4,98,98,98,98,98,4, ,77, , , , , , , , ,2, ,2, ,1, ,4, , , ,2,2,96, , ,2, , ,4, , , ,2,4,3, 
23121927,0.316653081,2,2,3,3,3,3,3,1,3,2,1,1,1,1,1,1,2,2,2,2,2, ,1,1,1,98,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,98,1, , ,2,1,2,2,2,1,2,98,2,1, ,2,2,1,1,2,2,2,2,1,2, , , ,1,1,1,2,2,2,2,1,2,2,2,2,5,3,2,2,2,98,2,2,2,98,98,2,1,2,1,2,2,1,2,2,2,2,3,3,3,3,2,2,3,3,3,3, ,56, , , , , , , , ,0, ,1, ,4, ,7, , , ,2,2,96, , ,1, , ,8, , , ,2,4,5, 
23121939,0.281668749,2,2,2,3,3,3,3,1,3,4,3,1,1,1,1,1,2,2,98,2,1, ,1,1,1,2,1,2,98,1,1,1,1,2,2,1,2,1,2,2,2,1,1, , ,1,1,2,98,2,1,2,2,2,1, ,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,5,3,2,1,98,98,2,2,1,2,2,5,1,2,2,2,1,2,1,1,1,1,3,4,4,4,2,2,3,3,2,3, ,88, , , , , , , , ,2, ,1, ,5, ,8, , , ,2,2,1, , ,1, , ,4, , , ,1,4,5, 
23121997,1.449647919,2,2,3,3,3,3,3,2,3,2,1,3,1,1,8,1,2,2,2,2,2, ,1,1,1,98,98, , , , , , , , , , , ,3,2,2,98,8, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,98,98,98,98,3,98,1,98,98,2,98,1,98,1,7,1,2,2,1,2,2,2,1,2,2,4,4,4,2,98,1,4,4,4,2, ,53, , , , , , , , ,2, ,4, ,1, ,4, , , ,2,2,96, , ,1, , ,4, , , ,2,4,3, 
23122116,0.952828785,2,2,1,1,2,3,3,2,3,4,2,1,2,1,1,1,2,2,2,2,1, ,1,98,1,1,1,97,2,2,1,1,1,2,2,1,2,97,2,1,2,2,1, , ,2,2,2,2,2,2,2,98,2,2, ,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,5,5,2,1,98,98,2,2,1,1,1,6,1,2,2,2,98,3,1,2,2,2,2,98,2,3,2,1,3,3,2,4, ,85, , , , , , , , ,2, ,1, ,5, ,4, , , ,2,2,98, , ,2, , ,4, , , ,2,4,3, 
23122176,1.165676013,2,2,3,3,3,3,2,2,3,3,3,98,3,1,1,1,2,2,98,98,2, ,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1, , ,1,1,2,1,2,1,1,98,2,1, ,1,2,1,1,2,2,2,2,2,1,2,1,3,1,1,1,2,1,1,2,1,1,1,1,2,98,2,1,1,98,98,2,2,2,1,1,2,2,2,2,2,98,2,1,2,2,2,3,3,1,4,98,2,3,2,2,3, ,89, , , , , , , , ,2, ,1, ,3, ,3, , , ,2,2,96, , ,2, , ,8, , , ,2,4,2, 
23122242,2.461200866,2,2,3,3,3,3,3,1,3,3,1,1,1,1,1,1,98,1,1,2,1, ,1,1,98,98,1,98,98,98,98,98,1,1,1,1,98,98,4,2,2,98,8, , ,1,2,2,98,98,2,2,2,2,1, ,2,98,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,98,2,1,5,5,98,1,98,98,1,98,1,1,1,5,1,2,2,2,1,2,1,1,2,2,2,3,3,3,3,3,2,3,3,3, ,85, , , , , , , , ,2, ,2, ,1, ,3, , , ,2,2,5, , ,2, , ,5, , , ,2,4,2, 
23122404,0.707877865,2,2,3,3,3,3,4,2,3,2,2,1,3,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,97,2,1,1,1,1,98,2,98,1,2,1,2,98,1, , ,2,1,2,2,2,1,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,98,3,3,2,98,2,2,2,2,1,98,2,3,1,98,1,2,2,98,1,2,1,2,98,3,2,3,98,2,4,4,98,4, ,81, , , , , , , , ,3, ,2, ,1, ,7, , , ,2,2,96, , ,1, , ,3, , , ,2,4,5, 
23122430,0.414348595,2,2,2,3,3,3,3,2,3,2,2,1,1,1,1,1,2,1,2,1,1, ,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1, , ,1,1,2,2,2,1,1,2,1,1, ,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,3,1,2,2,2,1,1,1,2,2,2,1,4,2,3,1,1,4,2,2,4, ,72, , , , , , , , ,4, ,2, ,1, ,8, , , ,2,2,96, , ,1, , ,2, , , ,1,4,5, 
23122461,0.727189574,2,2,1,1,3,2,2,3,3,3,3,98,2,98,1,1,1,1,1,1,1,2,2,1,1,1,1,1,98,1,1,98,1,1,1,1,98,1,1,1,1,2,1, , ,1,98,2,2,2,1,1,98,1,1, ,1,98,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,98,1,98,98,98,98,98,1,98,98,1,1,1,98,98,2,1,2,1,2,98,2,1,1,2,2,98,98,98,98,98,98,4,4,4,98, ,90, , , , , , , , ,3, ,1, ,5, ,4, , , ,1,2,96, , ,1, , ,3, , , ,2,4,3, 
23122475,0.734409564,2,2,1,3,3,3,3,2,3,2,1,1,1,1,1,1,2,2,2,2,1, ,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,3,1,1,1,2,1,2,2,2,2,2,2,2,4,4,1,1,2,2,2,1,1,1,1,7,1,2,2,1,2,2,1,1,2,2,3,3,3,2,2,2,4,4,4,4, ,55, , , , , , , , ,2, ,3, ,1, ,4, , , ,2,2,96, , ,1, , ,4, , , ,1,4,3, 
23122496,0.552047204,2,2,2,3,3,3,3,2,3,3,3,1,1,1,1,2,2,98,98,2,2, ,2,2,1,1,1,1,1,2,1,1,1,1,98,1,1,97,4,2,1,2,2, , ,2,2,2,2,2,1,1,98,1,2, ,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,4,3,2,1,2,2,1,1,1,1,1,6,1,2,2,2,2,2,1,2,2,2,4,4,2,2,2,2,4,4,98,4, ,58, , , , , , , , ,2, ,2, ,1, ,4, , , ,2,2,3, , ,1, , ,1, , , ,1,4,3, 
23122549,0.579288798,2,2,2,3,3,3,3,2,3,1,1,1,1,1,8,1,1,98,98,2,1,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,98,1, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,2, , , ,2,1,1,2,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,1,1,1,2,1,4,4,2,4,2,1,4,4,1,4, ,76, , , , , , , , ,2, ,1, ,2, ,6, , , ,2,2,7, , ,1, , ,3, , , ,2,4,5, 
23122582,0.361899157,2,2,2,3,3,3,3,1,3,4,1,1,1,1,8,98,2,98,98,98,1, ,2,2,98,98,1, , , , , , , , , , , ,4,1,1,2,1, , ,1,2,2,2,1,1,2,98,2,2, ,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,98,2,2,1,1,1,3,5,98,1,98,98,1,1,1,98,2,5,1,2,1,2,2,2,1,2,2,2,2,2,3,4,2,1,3,3,2,4, ,74, , , , , , , , ,2, ,2, ,1, ,8, , , ,2,2,96, , ,1, , ,6, , , ,1,4,5, 
23122618,0.44225343,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,98,2,98, ,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1, , ,2,2,2,2,2,2,2,98,2,2, ,2,2,1,1,2,2,2,2,2,2, , , ,1,1,1,1,1,1,2,2,1,1,2,2,3,2,1,1,2,2,2,98,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,4,3,4, ,59, , , , , , , , ,2, ,1, ,2, ,6, , , ,1,2,96, , ,1, , ,5, , , ,2,4,5, 
23122727,0.60094898,2,2,2,1,3,3,3,1,1,3,1,1,1,1,1,1,1,98,98,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1, , ,1,1,1,2,1,1,98,98,1,1, ,1,98,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,3,4,2,1,98,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,4,2,4,2,2,3,3,2,2, ,85, , , , , , , , ,2, ,1, ,5, ,4, , , ,2,2,1, , ,1, , ,6, , , ,2,4,3, 
23122764,0.496270264,2,2,1,3,3,3,3,2,3,4,3,3,1,2,1,1,1,99,99,99,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1, , ,1,1,2,2,2,2,2,2,2,1, ,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,1,2,6,1,2,2,2,1,2,2,2,2,2,1,4,2,4,2,2,4,3,4,2, ,79, , , , , , , , ,1, ,1, ,5, ,4, , , ,2,1,1, , ,2, , ,5, , , ,1,4,3, 
23122806,0.241075548,2,2,3,3,3,3,3,2,3,98,2,1,1,1,1,1,2,2,2,2,2, ,2,2,1,2,2,97,97,98,97,98,1,97,98,1,98,98,3,2,98,2,1, , ,1,1,2,2,98,1,2,2,2,1, ,1,98,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,7,1,2,2,2,98,2,98,2,2,2,3,3,3,2,98,2,4,4,4,4, ,58, , , , , , , , ,0, ,1, ,4, ,7, , , ,2,2,5, , ,1, , ,5, , , ,1,4,5, 
